Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
231.344,3.171,0.652,1.652,0.203,-0.477,-0.758,0.375,4.709,-0.637,0.648
231.445,3.268,0.573,1.650,0.203,-0.477,-0.758,0.375,4.682,-0.595,0.724
231.546,3.304,0.545,1.649,0.211,-0.477,-0.758,0.383,4.726,-0.601,0.745
231.648,3.304,0.545,1.649,0.211,-0.477,-0.758,0.383,4.730,-0.595,0.804
231.749,3.305,0.547,1.656,0.211,-0.500,-0.750,0.359,5.179,-1.063,0.599
231.851,3.305,0.547,1.656,0.211,-0.500,-0.750,0.359,5.265,-1.339,0.517
231.953,3.302,0.547,1.656,0.195,-0.516,-0.758,0.336,6.049,-2.267,0.010
232.055,3.302,0.547,1.656,0.195,-0.516,-0.758,0.336,6.149,-2.407,0.030
232.157,3.302,0.547,1.656,0.195,-0.516,-0.758,0.336,5.269,-1.321,0.697
232.259,3.298,0.564,1.666,0.242,-0.539,-0.711,0.359,4.777,-0.516,1.179
232.360,3.296,0.573,1.675,0.289,-0.555,-0.672,0.375,4.859,-0.367,1.393
232.462,3.287,0.581,1.688,0.336,-0.586,-0.625,0.375,5.190,-0.477,1.557
232.565,3.279,0.585,1.694,0.352,-0.602,-0.602,0.367,5.374,-0.555,1.710
232.667,3.279,0.585,1.694,0.352,-0.602,-0.602,0.367,5.383,-0.560,1.813
232.768,3.267,0.590,1.698,0.359,-0.625,-0.586,0.352,5.376,-0.569,1.867
232.869,3.267,0.590,1.698,0.359,-0.625,-0.586,0.352,5.187,-0.488,1.871
232.971,3.267,0.590,1.698,0.359,-0.625,-0.586,0.352,4.897,-0.372,1.866
233.072,3.251,0.589,1.700,0.352,-0.641,-0.578,0.328,4.862,-0.418,1.874
233.174,3.251,0.589,1.700,0.352,-0.641,-0.578,0.328,4.834,-0.424,1.811
233.275,3.254,0.580,1.681,0.313,-0.578,-0.648,0.375,4.842,-0.392,1.434
233.377,3.259,0.574,1.657,0.266,-0.477,-0.711,0.422,4.855,-0.359,0.735
233.478,3.258,0.565,1.630,0.211,-0.391,-0.766,0.453,4.840,-0.385,0.126
233.581,3.251,0.556,1.610,0.172,-0.336,-0.797,0.453,4.496,-0.272,0.054
233.683,3.242,0.549,1.601,0.148,-0.320,-0.805,0.461,4.285,-0.212,0.054
233.786,3.354,0.452,1.603,0.125,-0.297,-0.813,0.469,4.320,-0.279,0.051
233.888,3.880,0.059,1.632,0.125,-0.289,-0.813,0.477,4.743,-0.570,0.161
233.991,4.209,-0.187,1.649,0.133,-0.297,-0.805,0.477,4.737,-0.548,0.873
234.092,4.231,-0.209,1.664,0.180,-0.359,-0.781,0.469,4.762,-0.540,1.096
234.194,4.219,-0.204,1.684,0.219,-0.414,-0.742,0.469,4.778,-0.513,1.279
234.297,4.205,-0.194,1.710,0.281,-0.484,-0.680,0.453,4.797,-0.482,1.481
234.399,4.188,-0.187,1.730,0.328,-0.555,-0.625,0.422,4.803,-0.475,1.658
234.501,4.172,-0.183,1.745,0.367,-0.617,-0.563,0.391,4.808,-0.470,1.790
234.604,4.163,-0.183,1.752,0.391,-0.656,-0.523,0.367,4.830,-0.481,1.893
234.706,4.160,-0.184,1.753,0.391,-0.680,-0.500,0.352,4.845,-0.495,1.965
234.807,4.158,-0.179,1.755,0.391,-0.703,-0.477,0.344,4.849,-0.506,2.007
234.908,4.158,-0.179,1.755,0.391,-0.703,-0.477,0.344,4.852,-0.519,2.040
235.011,4.164,-0.145,1.759,0.391,-0.719,-0.461,0.320,4.840,-0.513,2.065
235.113,4.177,-0.098,1.762,0.367,-0.734,-0.469,0.297,4.837,-0.506,2.082
235.215,4.190,-0.052,1.762,0.352,-0.742,-0.469,0.289,4.840,-0.486,2.081
235.317,4.202,-0.009,1.760,0.336,-0.750,-0.469,0.281,4.854,-0.469,2.090
235.418,4.215,0.039,1.759,0.328,-0.758,-0.477,0.281,4.862,-0.452,2.103
235.519,4.227,0.083,1.756,0.313,-0.766,-0.477,0.273,4.865,-0.439,2.111
235.620,4.242,0.128,1.750,0.289,-0.781,-0.477,0.266,4.870,-0.414,2.114
235.721,4.263,0.171,1.742,0.266,-0.789,-0.477,0.266,4.880,-0.382,2.098
235.822,4.287,0.207,1.731,0.242,-0.789,-0.477,0.273,4.899,-0.356,2.079
235.924,4.287,0.207,1.731,0.242,-0.789,-0.477,0.273,4.901,-0.368,2.064
236.025,4.287,0.207,1.731,0.242,-0.789,-0.477,0.273,4.964,-0.423,2.071
236.126,4.287,0.207,1.731,0.242,-0.789,-0.477,0.273,4.883,-0.354,2.016
236.228,4.310,0.206,1.723,0.234,-0.773,-0.500,0.281,4.886,-0.357,1.992
236.333,4.305,0.161,1.733,0.234,-0.766,-0.516,0.266,4.872,-0.417,1.997
236.435,4.298,0.116,1.742,0.242,-0.766,-0.523,0.258,4.864,-0.473,2.006
236.536,4.298,0.116,1.742,0.242,-0.766,-0.523,0.258,4.857,-0.464,2.012
236.638,4.288,0.071,1.751,0.234,-0.773,-0.516,0.258,4.846,-0.494,2.033
236.739,4.278,0.028,1.756,0.234,-0.781,-0.500,0.266,4.835,-0.518,2.042
236.841,4.278,0.028,1.756,0.234,-0.781,-0.500,0.266,4.829,-0.516,2.042
236.945,4.278,0.028,1.756,0.234,-0.781,-0.500,0.266,4.813,-0.522,2.063
237.048,4.303,0.037,1.757,0.219,-0.797,-0.484,0.258,4.821,-0.519,2.074
237.150,4.341,0.069,1.754,0.203,-0.805,-0.484,0.258,4.830,-0.475,2.072
237.252,4.376,0.099,1.751,0.195,-0.805,-0.484,0.250,4.841,-0.448,2.066
237.356,4.412,0.127,1.749,0.188,-0.813,-0.484,0.242,4.864,-0.433,2.070
237.457,4.451,0.157,1.746,0.172,-0.813,-0.484,0.234,4.863,-0.383,2.048
237.558,4.489,0.182,1.741,0.156,-0.820,-0.484,0.234,4.883,-0.367,2.042
237.661,4.530,0.207,1.736,0.141,-0.820,-0.492,0.227,4.939,-0.389,2.059
237.764,4.571,0.227,1.728,0.125,-0.828,-0.492,0.227,4.988,-0.405,2.066
237.866,4.571,0.227,1.728,0.125,-0.828,-0.492,0.227,4.986,-0.420,2.065
237.968,4.571,0.227,1.728,0.125,-0.828,-0.492,0.227,4.984,-0.425,2.065
238.271,4.613,0.241,1.719,0.109,-0.828,-0.500,0.219,4.982,-0.395,2.017
238.373,4.613,0.222,1.724,0.117,-0.813,-0.523,0.203,4.961,-0.387,1.993
238.476,4.613,0.222,1.724,0.117,-0.813,-0.523,0.203,4.932,-0.337,1.953
238.578,4.584,0.196,1.731,0.141,-0.797,-0.539,0.195,4.908,-0.354,1.951
238.679,4.546,0.167,1.739,0.164,-0.789,-0.547,0.188,4.902,-0.395,1.969
238.781,4.469,0.110,1.748,0.219,-0.781,-0.547,0.180,4.854,-0.447,1.986
238.883,4.430,0.077,1.749,0.242,-0.773,-0.539,0.180,4.870,-0.490,2.010
238.985,4.360,0.014,1.747,0.281,-0.766,-0.531,0.195,4.834,-0.513,2.015
239.087,4.293,-0.052,1.744,0.305,-0.766,-0.516,0.219,4.811,-0.553,2.029
239.189,4.255,-0.088,1.745,0.328,-0.758,-0.508,0.227,4.807,-0.565,2.030
239.291,4.187,-0.150,1.753,0.367,-0.734,-0.508,0.242,4.776,-0.597,2.034
239.395,4.149,-0.180,1.758,0.391,-0.719,-0.508,0.250,4.771,-0.602,2.040
239.497,4.117,-0.202,1.762,0.422,-0.703,-0.500,0.258,4.770,-0.601,2.049
239.599,4.117,-0.202,1.762,0.422,-0.703,-0.500,0.258,4.792,-0.589,2.059
239.701,4.084,-0.208,1.766,0.445,-0.688,-0.492,0.258,4.787,-0.587,2.081
239.802,4.084,-0.208,1.766,0.445,-0.688,-0.492,0.258,4.814,-0.585,2.111
239.903,4.058,-0.172,1.772,0.469,-0.688,-0.477,0.258,4.810,-0.559,2.151
240.008,4.058,-0.172,1.772,0.469,-0.688,-0.477,0.258,4.841,-0.564,2.175
240.110,4.049,-0.126,1.775,0.469,-0.688,-0.469,0.266,4.836,-0.510,2.163
240.212,4.049,-0.126,1.775,0.469,-0.688,-0.469,0.266,4.849,-0.544,2.133
240.314,4.049,-0.096,1.772,0.453,-0.688,-0.492,0.266,4.823,-0.540,2.058
240.416,4.047,-0.086,1.769,0.430,-0.672,-0.523,0.273,4.818,-0.532,2.002
240.517,4.037,-0.092,1.766,0.422,-0.656,-0.539,0.281,4.823,-0.528,1.985
240.621,4.037,-0.092,1.766,0.422,-0.656,-0.539,0.281,4.830,-0.507,1.992
240.723,4.021,-0.126,1.766,0.453,-0.641,-0.539,0.281,4.821,-0.511,2.016
240.824,4.009,-0.167,1.767,0.484,-0.633,-0.523,0.281,4.818,-0.512,2.045
240.926,4.000,-0.217,1.766,0.500,-0.625,-0.508,0.281,4.803,-0.539,2.042
241.028,3.994,-0.310,1.766,0.500,-0.625,-0.516,0.289,4.758,-0.613,2.017
241.131,3.994,-0.355,1.763,0.508,-0.617,-0.516,0.289,5.029,-0.759,2.095
241.233,3.997,-0.400,1.761,0.516,-0.609,-0.516,0.289,5.183,-0.828,2.164
241.334,4.004,-0.445,1.759,0.539,-0.602,-0.500,0.289,4.990,-0.744,2.112
241.435,4.010,-0.475,1.754,0.563,-0.586,-0.492,0.297,4.906,-0.696,2.090
241.537,4.014,-0.492,1.750,-0.578,0.578,0.477,-0.305,4.801,-0.650,2.055
241.639,4.014,-0.492,1.750,-0.578,0.578,0.477,-0.305,4.808,-0.639,2.071
241.741,4.027,-0.531,1.744,-0.602,0.563,0.461,-0.297,4.837,-0.676,2.089
241.843,4.027,-0.531,1.744,-0.602,0.563,0.461,-0.297,4.840,-0.672,2.107
241.945,4.027,-0.531,1.744,-0.602,0.563,0.461,-0.297,4.809,-0.656,2.105
242.046,4.027,-0.531,1.744,-0.602,0.563,0.461,-0.297,4.753,-0.635,2.084
242.147,4.044,-0.540,1.748,-0.617,0.570,0.438,-0.305,4.754,-0.633,2.082
242.249,4.044,-0.540,1.748,-0.617,0.570,0.438,-0.305,4.765,-0.647,2.094
242.352,4.044,-0.540,1.748,-0.617,0.570,0.438,-0.305,4.837,-0.682,2.135
242.454,4.048,-0.536,1.750,-0.602,0.586,0.445,-0.289,4.962,-0.724,2.197
242.556,4.048,-0.533,1.751,0.594,-0.594,-0.445,0.281,5.014,-0.744,2.228
242.658,4.048,-0.533,1.751,0.594,-0.594,-0.445,0.281,4.949,-0.729,2.219
242.761,4.048,-0.533,1.751,0.594,-0.594,-0.445,0.281,4.934,-0.728,2.252
242.864,4.045,-0.514,1.758,0.602,-0.609,-0.422,0.273,4.918,-0.711,2.302
242.967,4.039,-0.495,1.764,0.609,-0.625,-0.398,0.258,4.910,-0.695,2.344
243.068,4.039,-0.495,1.764,0.609,-0.625,-0.398,0.258,4.804,-0.672,2.297
243.169,4.039,-0.495,1.764,0.609,-0.625,-0.398,0.258,4.760,-0.658,2.283
243.270,4.039,-0.495,1.764,0.609,-0.625,-0.398,0.258,4.770,-0.651,2.294
243.373,4.028,-0.453,1.771,0.602,-0.648,-0.367,0.258,4.777,-0.595,2.320
243.474,4.028,-0.453,1.771,0.602,-0.648,-0.367,0.258,4.802,-0.572,2.335
243.576,4.022,-0.408,1.773,0.602,-0.648,-0.352,0.281,4.827,-0.504,2.352
243.678,4.022,-0.408,1.773,0.602,-0.648,-0.352,0.281,4.852,-0.489,2.371
243.780,4.016,-0.361,1.774,0.609,-0.641,-0.336,0.297,4.864,-0.424,2.382
243.881,4.011,-0.315,1.775,0.617,-0.633,-0.328,0.313,4.893,-0.351,2.397
243.984,4.009,-0.292,1.776,-0.625,0.625,0.328,-0.320,7.811,-0.306,4.416
244.086,4.008,-0.253,1.776,-0.633,0.602,0.320,-0.336,7.950,-0.022,4.425
244.188,4.009,-0.223,1.775,-0.648,0.578,0.313,-0.367,8.250,0.385,4.425
244.289,4.009,-0.197,1.774,-0.656,0.555,0.305,-0.391,8.432,0.810,4.310
244.391,4.008,-0.169,1.772,-0.664,0.539,0.297,-0.414,7.307,0.870,3.517
244.493,4.006,-0.142,1.770,-0.672,0.516,0.289,-0.438,6.804,1.002,3.139
244.595,4.002,-0.103,1.764,0.672,-0.461,-0.273,0.500,6.259,1.100,2.649
244.697,4.002,-0.081,1.757,0.656,-0.422,-0.266,0.547,5.811,1.099,2.176
244.799,4.005,-0.063,1.750,0.641,-0.375,-0.266,0.609,5.660,1.180,1.951
244.901,4.011,-0.041,1.741,0.609,-0.297,-0.227,0.688,5.299,1.325,1.593
245.003,4.019,-0.032,1.731,0.586,-0.234,-0.172,0.750,5.108,1.553,1.333
245.104,4.031,-0.028,1.722,0.555,-0.180,-0.117,0.797,4.855,1.790,1.030
245.206,4.047,-0.029,1.709,0.516,-0.117,-0.047,0.844,4.399,1.323,0.980
245.308,4.065,-0.032,1.695,0.453,-0.063,0.023,0.883,4.172,1.473,0.570
245.409,4.078,-0.038,1.681,0.406,0.000,0.117,0.898,3.771,1.686,0.055
245.510,4.085,-0.049,1.668,0.359,0.047,0.211,0.898,3.476,1.296,0.052
245.611,4.093,-0.060,1.661,0.336,0.086,0.266,0.891,3.357,1.108,0.050
245.713,4.093,-0.060,1.661,0.336,0.086,0.266,0.891,3.318,1.083,0.050
245.814,4.106,-0.068,1.660,0.328,0.094,0.297,0.883,3.306,1.058,0.051
245.915,4.106,-0.068,1.660,0.328,0.094,0.297,0.883,3.299,1.023,0.053
246.017,3.957,0.159,1.654,0.320,0.102,0.313,0.883,3.150,1.237,0.049
246.118,3.581,0.688,1.650,0.320,0.094,0.297,0.891,2.822,1.780,0.047
246.220,3.355,1.006,1.648,0.328,0.063,0.258,0.898,2.759,2.190,0.048
246.322,3.357,1.030,1.650,0.344,0.000,0.156,0.922,3.045,2.361,0.047
246.426,3.374,1.036,1.655,0.359,-0.055,0.055,0.922,3.461,1.831,0.813
246.528,3.388,1.038,1.662,0.383,-0.109,-0.031,0.914,3.638,1.748,0.973
246.630,3.397,1.037,1.670,0.398,-0.133,-0.094,0.898,3.728,1.697,1.091
246.731,3.406,1.036,1.680,0.430,-0.156,-0.141,0.875,3.857,1.784,1.105
246.832,3.411,1.033,1.695,0.469,-0.195,-0.172,0.836,3.905,1.761,1.229
246.936,3.411,1.032,1.702,0.492,-0.203,-0.188,0.813,3.942,1.746,1.329
247.037,3.410,1.028,1.714,0.539,-0.227,-0.211,0.773,3.978,1.738,1.439
247.138,3.408,1.025,1.720,0.563,-0.242,-0.211,0.758,3.987,1.730,1.521
247.240,3.405,1.022,1.725,0.586,-0.250,-0.211,0.734,3.889,1.612,1.609
247.342,3.401,1.017,1.731,0.609,-0.258,-0.203,0.711,3.899,1.628,1.651
247.444,3.399,1.011,1.736,0.633,-0.258,-0.203,0.695,3.885,1.622,1.707
247.546,3.398,1.005,1.740,0.656,-0.258,-0.195,0.672,3.852,1.588,1.765
247.647,3.397,1.001,1.744,0.680,-0.266,-0.188,0.648,4.033,1.831,1.863
247.748,3.396,0.995,1.748,0.703,-0.266,-0.180,0.625,4.067,1.889,1.955
247.850,3.396,0.990,1.751,0.727,-0.266,-0.172,0.602,4.078,1.911,2.010
247.952,3.396,0.990,1.751,0.727,-0.266,-0.172,0.602,4.066,1.917,2.042
248.053,3.396,0.984,1.754,0.742,-0.266,-0.156,0.578,4.050,1.916,2.079
248.157,3.396,0.984,1.754,0.742,-0.266,-0.156,0.578,4.054,1.947,2.118
248.258,3.396,0.984,1.754,0.742,-0.266,-0.156,0.578,4.041,1.954,2.140
248.360,3.395,0.977,1.756,0.766,-0.266,-0.141,0.563,4.018,1.949,2.157
248.461,3.395,0.977,1.756,0.766,-0.266,-0.141,0.563,3.994,1.968,2.172
248.563,3.391,0.973,1.757,0.773,-0.242,-0.117,0.555,3.988,2.111,2.234
248.665,3.382,0.971,1.757,0.797,-0.203,-0.070,0.555,3.920,2.311,2.326
248.770,3.378,0.969,1.758,0.813,-0.180,-0.047,0.547,3.774,2.395,2.417
248.871,3.369,0.965,1.761,0.836,-0.141,0.000,0.523,3.581,2.508,2.542
248.973,3.361,0.957,1.762,0.852,-0.086,0.031,0.508,3.411,2.560,2.611
249.074,3.357,0.952,1.761,0.852,-0.063,0.047,0.508,3.330,2.556,2.616
249.177,3.351,0.949,1.761,0.852,-0.031,0.078,0.508,3.081,2.687,2.637
249.279,3.323,0.943,1.754,0.805,0.070,0.227,0.531,1.979,3.429,2.702
249.380,3.297,0.930,1.739,0.711,0.180,0.383,0.547,-1.465,4.999,2.361
249.481,3.283,0.917,1.726,0.625,0.250,0.469,0.555,-2.695,3.849,1.126
249.584,3.274,0.901,1.712,0.539,0.289,0.555,0.547,-2.655,2.514,0.180
249.686,3.269,0.891,1.705,0.492,0.313,0.594,0.539,-1.516,1.585,0.054
249.788,3.267,0.885,1.700,0.469,0.320,0.609,0.539,-0.915,1.198,0.058
249.891,3.265,0.879,1.696,0.445,0.328,0.633,0.531,-0.380,1.011,0.059
249.993,3.265,0.876,1.691,0.422,0.328,0.648,0.539,-0.123,0.983,0.057
250.094,3.265,0.876,1.691,0.422,0.328,0.648,0.539,-0.027,1.014,0.056
250.197,3.017,0.895,1.686,0.406,0.313,0.633,0.570,-0.134,1.123,0.054
250.298,1.579,0.965,1.671,0.406,0.297,0.617,0.594,-1.258,1.341,0.054
250.400,0.208,1.032,1.656,0.398,0.266,0.602,0.625,-2.275,1.554,0.051
250.501,0.023,1.048,1.650,0.375,0.234,0.570,0.680,-2.058,1.704,0.052
250.602,0.023,1.054,1.647,0.375,0.219,0.555,0.695,-1.766,1.864,0.053
250.703,0.024,1.061,1.644,0.375,0.203,0.539,0.719,-1.625,1.961,0.052
250.806,0.029,1.067,1.643,0.375,0.180,0.516,0.742,-1.651,2.035,0.048
250.908,0.037,1.073,1.648,0.398,0.180,0.492,0.742,-1.712,2.194,0.049
251.009,0.037,1.073,1.648,0.398,0.180,0.492,0.742,-1.793,2.300,0.045
251.111,0.047,1.080,1.656,0.414,0.188,0.469,0.742,-1.890,2.345,0.049
251.213,0.047,1.080,1.656,0.414,0.188,0.469,0.742,-1.899,2.383,0.045
251.314,0.047,1.080,1.656,0.414,0.188,0.469,0.742,-1.934,2.390,0.042
251.416,0.047,1.080,1.656,0.414,0.188,0.469,0.742,-2.014,2.359,0.040
251.518,0.061,1.084,1.665,0.438,0.211,0.461,0.734,-2.498,2.630,0.044
251.619,0.064,1.084,1.675,0.484,0.250,0.445,0.703,-2.808,2.759,0.278
