Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
37.411,0.885,0.657,1.760,0.570,-0.719,-0.258,0.281,3.417,0.505,4.522
37.539,0.870,0.657,1.762,0.586,-0.719,-0.242,0.266,3.325,0.542,4.519
37.648,0.870,0.657,1.762,0.586,-0.719,-0.242,0.266,3.315,0.537,4.515
37.750,0.870,0.657,1.762,0.586,-0.719,-0.242,0.266,3.314,0.596,4.572
37.879,0.851,0.653,1.763,0.609,-0.703,-0.219,0.258,3.130,0.795,4.556
38.000,0.838,0.651,1.764,0.656,-0.672,-0.188,0.258,2.981,1.012,4.555
38.105,0.835,0.651,1.764,-0.664,0.664,0.180,-0.258,2.861,1.154,4.555
38.339,0.804,0.637,1.762,-0.734,0.602,0.133,-0.258,2.506,1.386,4.538
38.473,0.793,0.631,1.761,-0.750,0.586,0.125,-0.250,2.365,1.526,4.545
38.623,0.778,0.609,1.759,-0.789,0.531,0.102,-0.266,2.213,1.732,4.531
38.773,0.768,0.563,1.756,-0.820,0.477,0.070,-0.273,1.988,1.907,4.505
38.904,0.767,0.538,1.756,-0.836,0.453,0.055,-0.281,1.856,2.029,4.499
39.017,0.768,0.508,1.756,-0.852,0.430,0.039,-0.281,1.756,2.060,4.486
39.137,0.772,0.470,1.758,-0.859,0.398,0.031,-0.289,1.686,2.081,4.515
39.247,0.776,0.446,1.758,-0.875,0.375,0.023,-0.281,1.606,2.073,4.526
39.541,0.783,0.401,1.758,-0.906,0.320,0.008,-0.266,1.393,1.925,4.542
39.669,0.786,0.382,1.756,-0.914,0.297,0.000,-0.242,1.273,1.834,4.576
39.793,0.791,0.361,1.754,-0.930,0.266,0.000,-0.227,1.143,1.743,4.564
39.917,0.791,0.361,1.754,-0.930,0.266,0.000,-0.227,1.046,1.727,4.587
40.066,0.797,0.340,1.749,-0.938,0.242,-0.016,-0.219,0.928,1.647,4.498
40.206,0.799,0.322,1.744,-0.945,0.219,-0.031,-0.211,0.875,1.639,4.485
40.349,0.799,0.322,1.744,-0.945,0.219,-0.031,-0.211,0.854,1.661,4.488
40.655,0.807,0.316,1.744,-0.945,0.242,-0.016,-0.211,1.115,1.506,4.535
40.820,0.810,0.315,1.744,-0.938,0.266,0.000,-0.203,1.290,1.434,4.585
40.936,0.820,0.319,1.747,-0.922,0.313,0.039,-0.195,1.459,1.366,4.579
41.043,0.820,0.319,1.747,-0.922,0.313,0.039,-0.195,1.552,1.264,4.501
41.144,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.642,1.228,4.524
41.247,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.664,1.223,4.519
41.360,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.666,1.221,4.515
41.467,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.648,1.246,4.511
41.577,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.630,1.260,4.508
41.800,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.593,1.267,4.503
41.945,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.561,1.253,4.502
42.055,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.550,1.297,4.581
42.161,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.520,1.339,4.585
42.265,0.825,0.321,1.749,-0.914,0.336,0.063,-0.188,1.480,1.393,4.585
42.374,0.834,0.331,1.748,-0.922,0.320,0.039,-0.203,1.443,1.510,4.584
