Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
67.293,-1.189,3.371,1.854,0.359,-0.859,-0.320,0.141,0.548,1.886,4.550
67.412,-1.194,3.378,1.854,0.383,-0.852,-0.297,0.148,0.497,2.104,4.546
67.521,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.500,2.173,4.548
67.632,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.511,2.230,4.524
67.835,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.524,2.197,4.546
67.940,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.561,2.126,4.578
68.054,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.570,2.119,4.550
68.156,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.562,2.103,4.514
68.259,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.568,2.082,4.501
68.368,-1.203,3.386,1.852,0.406,-0.844,-0.281,0.148,0.527,2.018,4.520
68.478,-1.203,3.372,1.854,0.391,-0.852,-0.305,0.133,0.359,1.860,4.547
68.590,-1.206,3.375,1.853,0.344,-0.875,-0.297,0.102,0.189,1.809,4.567
68.698,-1.206,3.375,1.853,0.344,-0.875,-0.297,0.102,-0.646,2.641,3.113
68.801,-1.209,3.380,1.851,0.320,-0.891,-0.289,0.086,-0.728,2.673,3.085
68.922,-1.214,3.389,1.849,0.297,-0.906,-0.281,0.070,-0.794,2.695,3.084
69.040,-1.214,3.389,1.849,0.297,-0.906,-0.281,0.070,-0.800,2.697,3.100
69.227,-1.214,3.389,1.849,0.297,-0.906,-0.281,0.070,-0.757,2.617,3.269
69.341,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.760,2.636,3.272
69.462,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.755,2.639,3.274
69.573,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.797,2.728,3.108
69.676,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.788,2.732,3.106
69.778,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.785,2.729,3.102
69.879,-1.219,3.406,1.844,0.273,-0.914,-0.266,0.063,-0.768,2.727,3.093
69.990,-1.209,3.391,1.848,0.289,-0.906,-0.281,0.086,-0.709,2.679,3.093
70.147,-1.198,3.384,1.850,0.289,-0.891,-0.305,0.109,0.347,1.622,4.561
70.298,-1.171,3.368,1.852,0.313,-0.852,-0.367,0.188,1.014,1.348,4.498
70.445,-1.158,3.357,1.852,0.328,-0.813,-0.398,0.227,1.893,0.927,4.525
70.549,-1.152,3.351,1.851,0.336,-0.797,-0.422,0.242,2.650,0.581,4.551
70.651,-1.144,3.343,1.851,0.336,-0.781,-0.438,0.266,3.337,0.265,4.504
70.861,-1.131,3.324,1.847,0.344,-0.742,-0.477,0.297,4.530,-0.324,4.308
70.982,-1.131,3.324,1.847,0.344,-0.742,-0.477,0.297,3.267,0.484,3.551
71.109,-1.131,3.324,1.847,0.344,-0.742,-0.477,0.297,3.175,0.520,3.399
71.240,-1.124,3.307,1.845,0.336,-0.719,-0.500,0.313,3.184,0.531,3.277
71.348,-1.124,3.307,1.845,0.336,-0.719,-0.500,0.313,3.157,0.541,3.097
71.451,-1.112,3.298,1.838,0.320,-0.688,-0.547,0.336,5.198,-0.816,2.624
71.573,-1.099,3.291,1.823,0.281,-0.602,-0.625,0.398,4.797,-0.468,0.850
71.694,-1.090,3.286,1.812,0.258,-0.547,-0.664,0.430,3.463,0.497,0.056
71.818,-1.083,3.281,1.800,0.242,-0.492,-0.695,0.445,1.982,1.446,0.052
72.009,-1.075,3.263,1.781,0.195,-0.422,-0.758,0.445,0.977,1.858,0.049
72.139,-1.075,3.263,1.781,0.195,-0.422,-0.758,0.445,0.799,1.919,0.055
72.272,-1.075,3.263,1.781,0.195,-0.422,-0.758,0.445,0.905,1.816,0.053
72.423,-1.066,3.243,1.781,0.188,-0.438,-0.758,0.422,1.176,1.518,0.047
72.533,-1.066,3.243,1.781,0.188,-0.438,-0.758,0.422,1.389,1.366,0.038
72.651,-1.064,3.238,1.787,0.203,-0.469,-0.750,0.414,1.625,1.160,0.049
72.760,-0.103,2.516,1.738,0.203,-0.477,-0.742,0.406,2.527,0.452,0.051
72.872,1.329,1.441,1.663,0.195,-0.477,-0.750,0.406,3.745,-0.507,0.053
73.069,1.642,1.211,1.641,0.180,-0.445,-0.758,0.422,3.632,-0.331,0.053
73.178,1.645,1.214,1.637,0.188,-0.422,-0.758,0.445,3.544,-0.102,0.052
73.317,1.646,1.217,1.632,0.188,-0.398,-0.758,0.469,3.258,0.175,0.056
73.436,1.647,1.219,1.626,0.172,-0.367,-0.773,0.477,3.052,0.359,0.057
73.537,1.647,1.219,1.626,0.172,-0.367,-0.773,0.477,3.038,0.376,0.058
73.659,1.649,1.220,1.619,0.172,-0.336,-0.773,0.492,2.913,0.547,0.057
73.794,1.653,1.223,1.613,0.164,-0.313,-0.773,0.516,2.861,0.577,0.053
73.936,1.653,1.223,1.613,0.164,-0.313,-0.773,0.516,2.882,0.510,0.053
74.039,1.656,1.218,1.614,0.148,-0.336,-0.773,0.500,2.961,0.310,0.050
74.238,1.648,1.205,1.632,0.133,-0.445,-0.773,0.406,3.305,-0.468,0.054
74.359,1.642,1.201,1.643,0.133,-0.500,-0.766,0.367,3.736,-1.225,0.053
74.469,1.634,1.200,1.655,0.141,-0.547,-0.742,0.328,4.459,-2.373,0.051
74.580,1.630,1.200,1.661,0.141,-0.578,-0.734,0.305,5.470,-4.027,0.061
74.689,1.623,1.201,1.668,0.148,-0.602,-0.719,0.289,3.969,-2.136,0.919
74.813,1.615,1.201,1.674,0.148,-0.625,-0.711,0.266,5.708,-4.574,0.801
74.942,1.609,1.209,1.680,0.203,-0.633,-0.680,0.297,8.370,-6.170,0.510
75.045,1.613,1.218,1.676,0.242,-0.578,-0.672,0.383,6.170,-2.237,0.521
75.177,1.623,1.236,1.657,0.273,-0.469,-0.672,0.492,5.044,-0.211,0.050
75.381,1.625,1.246,1.647,0.273,-0.414,-0.664,0.539,4.144,0.520,0.053
75.523,1.624,1.246,1.642,0.266,-0.391,-0.672,0.555,3.969,0.595,0.050
75.667,1.624,1.246,1.642,0.266,-0.391,-0.672,0.555,3.806,0.720,0.053
75.779,1.620,1.230,1.638,0.266,-0.367,-0.664,0.578,3.673,0.753,0.051
75.902,1.620,1.230,1.638,0.266,-0.367,-0.664,0.578,3.618,0.763,0.054
76.031,1.609,1.186,1.632,0.258,-0.352,-0.672,0.586,3.592,0.737,0.050
76.155,1.609,1.186,1.632,0.258,-0.352,-0.672,0.586,3.582,0.773,0.050
76.256,1.609,1.186,1.632,0.258,-0.352,-0.672,0.586,3.569,0.810,0.051
76.479,2.086,1.066,1.634,0.266,-0.336,-0.656,0.609,4.043,0.764,0.050
76.595,3.147,0.907,1.643,0.266,-0.336,-0.648,0.617,5.130,0.632,0.050
76.721,3.523,0.851,1.646,0.273,-0.336,-0.641,0.625,5.674,0.611,0.044
76.841,3.549,0.843,1.651,0.289,-0.352,-0.617,0.625,6.055,0.647,0.046
76.954,3.550,0.839,1.663,0.336,-0.391,-0.586,0.617,6.844,0.703,-0.071
77.055,3.550,0.840,1.669,0.359,-0.406,-0.563,0.617,7.219,0.797,0.055
77.157,3.547,0.850,1.676,0.406,-0.406,-0.516,0.625,5.778,1.119,0.933
77.260,3.534,0.871,1.683,0.477,-0.375,-0.438,0.648,5.204,1.439,1.249
77.368,3.508,0.895,1.692,0.547,-0.344,-0.359,0.664,4.996,1.723,1.433
77.622,3.456,0.938,1.701,0.625,-0.297,-0.258,0.664,4.068,1.530,1.682
77.742,3.433,0.954,1.705,0.641,-0.281,-0.234,0.664,3.991,1.568,1.694
77.887,3.394,0.980,1.704,0.648,-0.242,-0.188,0.680,3.898,1.620,1.692
78.031,3.382,0.988,1.700,0.648,-0.219,-0.172,0.703,3.788,1.666,1.622
78.134,3.369,0.999,1.692,0.609,-0.188,-0.148,0.742,3.808,1.855,1.481
78.243,3.368,1.006,1.682,0.570,-0.156,-0.133,0.789,3.777,1.871,1.346
78.375,3.383,1.010,1.672,0.531,-0.125,-0.109,0.820,3.739,1.897,1.273
78.497,3.396,1.009,1.667,0.539,-0.094,-0.055,0.828,3.584,1.949,1.262
78.721,3.435,0.997,1.666,0.563,0.055,0.164,0.797,2.687,3.033,0.858
78.826,3.454,0.989,1.668,0.555,0.094,0.227,0.789,2.180,3.309,0.656
78.953,3.479,0.978,1.670,0.547,0.141,0.305,0.758,1.309,3.690,0.360
79.088,3.502,0.962,1.673,0.539,0.203,0.375,0.719,0.456,3.607,0.286
79.243,3.513,0.949,1.677,0.539,0.250,0.414,0.680,-1.762,4.098,0.041
79.388,3.523,0.932,1.686,0.555,0.305,0.438,0.633,-2.715,3.771,0.632
79.544,3.531,0.911,1.694,0.570,0.344,0.438,0.586,-2.670,3.140,1.320
79.797,3.537,0.865,1.710,0.602,0.414,0.422,0.523,-2.973,2.556,2.534
79.954,3.539,0.827,1.715,-0.602,-0.461,-0.430,-0.477,-3.246,1.860,2.996
80.132,3.542,0.799,1.717,-0.578,-0.539,-0.438,-0.406,-2.975,0.649,3.583
80.274,3.547,0.793,1.718,-0.547,-0.586,-0.469,-0.367,-2.798,-0.522,3.726
80.442,3.550,0.794,1.719,-0.531,-0.602,-0.477,-0.344,-2.045,-0.792,3.756
80.586,3.558,0.823,1.725,-0.523,-0.617,-0.477,-0.313,-1.798,-0.797,3.834
80.739,3.561,0.847,1.727,-0.492,-0.664,-0.469,-0.273,-1.746,-1.768,4.404
80.884,3.567,0.864,1.728,-0.461,-0.703,-0.469,-0.234,-3.201,-3.685,5.851
81.065,3.573,0.901,1.726,-0.414,-0.734,-0.477,-0.195,1.357,-0.879,3.184
81.220,3.573,0.901,1.726,-0.414,-0.734,-0.477,-0.195,1.391,-0.935,3.228
81.388,3.573,0.901,1.726,-0.414,-0.734,-0.477,-0.195,1.389,-0.942,3.260
81.489,3.578,0.946,1.726,-0.406,-0.750,-0.477,-0.188,1.395,-0.906,3.258
81.604,3.578,0.946,1.726,-0.406,-0.750,-0.477,-0.188,1.405,-0.945,3.232
81.717,3.578,0.946,1.726,-0.406,-0.750,-0.477,-0.188,1.389,-1.074,3.142
81.836,3.572,0.944,1.720,-0.367,-0.734,-0.523,-0.172,-0.222,-2.921,3.814
81.937,3.568,0.941,1.717,-0.352,-0.727,-0.555,-0.172,0.264,-2.793,3.204
82.185,3.561,0.926,1.700,-0.258,-0.656,-0.688,-0.148,0.767,-3.253,1.740
82.328,3.562,0.922,1.691,-0.211,-0.625,-0.727,-0.133,1.591,-2.636,1.204
82.492,3.570,0.918,1.682,-0.148,-0.609,-0.766,-0.063,2.379,-2.568,0.913
82.629,3.580,0.915,1.679,-0.109,-0.609,-0.781,-0.008,3.062,-2.120,0.949
82.773,3.585,0.915,1.677,-0.086,-0.609,-0.781,0.016,3.384,-1.752,1.049
82.940,3.588,0.916,1.677,-0.063,-0.617,-0.773,0.039,3.504,-1.742,1.117
83.104,3.589,0.918,1.680,-0.047,-0.633,-0.766,0.055,3.591,-1.729,1.181
83.258,3.589,0.918,1.680,-0.047,-0.633,-0.766,0.055,3.616,-1.717,1.295
83.407,3.588,0.917,1.685,-0.047,-0.656,-0.742,0.055,3.612,-1.714,1.366
83.508,3.588,0.917,1.685,-0.047,-0.656,-0.742,0.055,3.602,-1.699,1.422
83.623,3.588,0.917,1.685,-0.047,-0.656,-0.742,0.055,3.587,-1.761,1.462
83.737,3.584,0.915,1.690,-0.047,-0.680,-0.719,0.055,3.550,-1.786,1.671
83.856,3.583,0.916,1.695,-0.055,-0.703,-0.703,0.047,3.550,-1.786,1.671
83.967,3.581,0.919,1.700,-0.063,-0.727,-0.680,0.039,3.515,-1.785,1.937
84.068,3.581,0.919,1.700,-0.063,-0.727,-0.680,0.039,3.505,-1.783,1.955
84.171,3.581,0.919,1.700,-0.063,-0.727,-0.680,0.039,3.492,-1.781,1.979
84.379,3.581,0.919,1.700,-0.063,-0.727,-0.680,0.039,3.482,-1.777,2.016
84.489,3.581,0.919,1.700,-0.063,-0.727,-0.680,0.039,3.466,-1.774,1.995
84.610,3.570,0.913,1.700,-0.078,-0.719,-0.680,0.008,3.329,-1.761,1.870
84.746,3.561,0.908,1.694,-0.094,-0.688,-0.711,-0.023,2.878,-2.471,1.509
84.901,3.551,0.902,1.687,-0.102,-0.641,-0.742,-0.070,2.427,-2.757,0.987
85.031,3.543,0.894,1.679,-0.117,-0.594,-0.781,-0.109,2.403,-2.074,0.745
85.191,3.536,0.886,1.668,-0.125,-0.539,-0.813,-0.141,2.426,-1.716,0.445
85.417,3.533,0.881,1.662,-0.125,-0.516,-0.828,-0.148,2.427,-1.332,0.353
85.556,3.527,0.880,1.657,-0.133,-0.492,-0.836,-0.164,2.353,-1.321,0.286
85.710,3.527,0.880,1.657,-0.133,-0.492,-0.836,-0.164,2.398,-1.198,0.244
