Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
379.037,-0.656,3.621,1.661,0.109,-0.086,-0.273,0.945,-0.318,3.874,0.333
379.138,-0.635,3.629,1.657,0.141,-0.094,-0.281,0.938,-0.348,3.867,0.725
379.242,-0.616,3.631,1.680,0.203,-0.125,-0.289,0.922,-0.307,3.903,0.912
379.344,-0.599,3.626,1.700,0.258,-0.164,-0.328,0.891,-0.166,3.948,0.958
379.445,-0.578,3.615,1.716,0.281,-0.227,-0.391,0.836,0.043,3.916,0.973
379.546,-0.566,3.607,1.724,0.289,-0.266,-0.438,0.797,0.224,3.836,0.973
379.648,-0.556,3.600,1.729,0.281,-0.297,-0.484,0.766,0.337,3.749,0.972
379.750,-0.556,3.600,1.729,0.281,-0.297,-0.484,0.766,0.367,3.761,0.973
379.851,-0.572,3.616,1.740,0.336,-0.273,-0.430,0.781,0.348,3.974,0.964
379.952,-0.599,3.637,1.750,0.406,-0.203,-0.313,0.828,0.179,4.346,1.012
380.053,-0.638,3.651,1.761,0.484,-0.102,-0.141,0.852,-0.308,4.629,1.183
380.154,-0.689,3.646,1.772,0.539,0.016,0.055,0.836,-0.806,4.785,1.255
380.255,-0.719,3.630,1.776,0.547,0.094,0.180,0.805,-1.301,4.918,1.222
380.356,-0.740,3.608,1.777,0.547,0.148,0.273,0.766,-1.737,4.944,1.162
380.457,-0.749,3.591,1.777,0.531,0.180,0.336,0.742,-1.982,4.839,1.118
380.560,-0.755,3.573,1.774,0.516,0.211,0.391,0.727,-2.133,4.662,1.060
380.661,-0.757,3.562,1.772,0.500,0.219,0.414,0.719,-2.129,4.512,1.061
380.763,-0.754,3.549,1.770,0.484,0.234,0.438,0.711,-2.162,4.415,1.019
380.864,-0.754,3.549,1.770,0.484,0.234,0.438,0.711,-2.239,4.381,0.949
380.966,-0.740,3.539,1.767,0.469,0.242,0.469,0.703,-1.867,4.123,1.110
381.068,-0.724,3.540,1.763,0.445,0.242,0.484,0.703,-1.866,4.102,1.027
381.171,-0.714,3.544,1.759,0.414,0.234,0.500,0.711,-1.923,4.125,0.889
381.273,-0.714,3.544,1.759,0.414,0.234,0.500,0.711,-1.877,4.034,0.886
381.374,-0.703,3.546,1.753,0.391,0.242,0.516,0.719,-1.826,4.024,0.867
381.475,-0.703,3.546,1.753,0.391,0.242,0.516,0.719,-1.776,3.976,0.869
381.576,-0.695,3.551,1.744,0.359,0.234,0.523,0.727,-1.709,3.912,0.853
381.678,-0.695,3.551,1.744,0.359,0.234,0.523,0.727,-1.821,3.961,0.726
381.779,-0.695,3.551,1.744,0.359,0.234,0.523,0.727,-1.674,3.944,0.861
381.881,-0.695,3.551,1.744,0.359,0.234,0.523,0.727,-1.775,3.985,0.862
381.983,-0.689,3.543,1.751,0.375,0.289,0.531,0.695,-2.038,3.865,0.858
382.086,-0.692,3.526,1.757,0.359,0.352,0.586,0.625,-2.789,3.618,0.587
382.187,-0.691,3.518,1.759,0.352,0.367,0.602,0.602,-3.228,3.326,0.445
382.288,-0.689,3.512,1.760,0.344,0.383,0.617,0.578,-3.127,3.141,0.537
382.389,-0.687,3.506,1.761,0.336,0.398,0.641,0.555,-3.124,2.998,0.579
382.490,-0.683,3.501,1.763,0.328,0.414,0.648,0.531,-3.126,2.860,0.608
382.592,-0.676,3.495,1.764,-0.313,-0.430,-0.672,-0.492,-3.132,2.719,0.577
382.693,-0.676,3.495,1.764,-0.313,-0.430,-0.672,-0.492,-3.130,2.615,0.530
382.795,-0.676,3.495,1.764,-0.313,-0.430,-0.672,-0.492,-3.147,2.550,0.514
382.897,-0.668,3.491,1.763,-0.297,-0.438,-0.695,-0.469,-3.128,2.487,0.591
382.999,-0.662,3.489,1.767,-0.305,-0.461,-0.695,-0.445,-3.126,2.427,0.683
383.102,-0.662,3.489,1.767,-0.305,-0.461,-0.695,-0.445,-2.653,2.606,0.978
383.206,-0.656,3.489,1.772,-0.320,-0.484,-0.680,-0.430,-2.664,2.589,1.057
383.308,-0.656,3.489,1.772,-0.320,-0.484,-0.680,-0.430,-2.659,2.603,1.171
383.410,-0.651,3.492,1.777,-0.336,-0.500,-0.664,-0.422,-2.668,2.625,1.259
383.511,-0.644,3.495,1.783,-0.359,-0.516,-0.648,-0.414,-2.667,2.654,1.348
383.613,-0.644,3.495,1.783,-0.359,-0.516,-0.648,-0.414,-2.673,2.675,1.426
383.715,-0.636,3.499,1.789,-0.375,-0.531,-0.633,-0.406,-2.673,2.691,1.503
383.819,-0.636,3.499,1.789,-0.375,-0.531,-0.633,-0.406,-2.678,2.697,1.554
383.920,-0.636,3.499,1.789,-0.375,-0.531,-0.633,-0.406,-2.680,2.709,1.590
384.022,-0.636,3.499,1.789,-0.375,-0.531,-0.633,-0.406,-2.672,2.717,1.624
384.123,-0.629,3.500,1.794,-0.398,-0.547,-0.609,-0.391,-2.655,2.730,1.653
384.224,-0.629,3.500,1.794,-0.398,-0.547,-0.609,-0.391,-2.650,2.729,1.675
384.325,-0.629,3.500,1.794,-0.398,-0.547,-0.609,-0.391,-2.639,2.724,1.694
384.427,-0.629,3.500,1.794,-0.398,-0.547,-0.609,-0.391,-2.652,2.703,1.669
384.529,-0.632,3.486,1.791,-0.391,-0.523,-0.641,-0.383,-2.668,2.635,1.403
384.631,-0.639,3.477,1.773,-0.328,-0.453,-0.703,-0.422,-3.128,2.404,0.635
384.732,-0.644,3.471,1.758,-0.281,-0.406,-0.742,-0.438,-2.765,2.468,0.286
384.835,-0.649,3.457,1.746,-0.234,-0.383,-0.773,-0.430,-2.658,2.304,0.050
384.937,-0.649,3.457,1.746,-0.234,-0.383,-0.773,-0.430,-2.492,2.272,0.053
385.042,-0.652,3.445,1.740,-0.203,-0.383,-0.789,-0.422,-2.376,2.274,0.051
385.144,-0.652,3.445,1.740,-0.203,-0.383,-0.789,-0.422,-2.228,2.321,0.056
385.246,-0.650,3.436,1.732,-0.180,-0.367,-0.805,-0.422,-2.122,2.371,0.052
385.347,-0.650,3.436,1.732,-0.180,-0.367,-0.805,-0.422,-2.097,2.423,0.054
385.448,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.103,2.466,0.048
385.550,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.115,2.495,0.047
385.652,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.119,2.514,0.047
385.754,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.099,2.531,0.048
385.855,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.075,2.546,0.050
385.957,-0.651,3.443,1.726,-0.172,-0.344,-0.797,-0.445,-2.056,2.556,0.051
386.058,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.048,2.583,0.048
386.161,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.033,2.585,0.048
386.262,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.029,2.582,0.048
386.363,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.024,2.576,0.048
386.465,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.022,2.575,0.048
386.566,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.017,2.575,0.048
386.668,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-2.009,2.576,0.048
386.769,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-1.989,2.575,0.049
386.870,-0.659,3.464,1.723,-0.164,-0.336,-0.789,-0.477,-1.965,2.574,0.049
386.975,-0.942,3.299,1.705,-0.148,-0.328,-0.789,-0.484,-2.220,2.429,0.048
387.076,-1.607,2.863,1.669,-0.148,-0.328,-0.789,-0.484,-2.670,2.153,0.286
387.178,-1.980,2.619,1.648,-0.156,-0.320,-0.789,-0.492,-3.186,1.875,0.093
387.280,-2.017,2.595,1.646,0.156,0.320,0.781,0.500,-3.107,2.054,0.297
387.385,-2.016,2.604,1.650,0.203,0.297,0.758,0.539,-3.133,2.217,0.361
387.486,-2.015,2.609,1.654,0.227,0.289,0.734,0.555,-2.659,2.481,1.003
387.587,-2.009,2.617,1.665,0.281,0.289,0.703,0.570,-2.645,2.561,1.150
387.689,-2.002,2.621,1.678,0.336,0.313,0.672,0.570,-2.669,2.599,1.254
387.790,-1.992,2.623,1.692,0.383,0.344,0.633,0.563,-2.669,2.622,1.356
387.891,-1.986,2.624,1.698,0.414,0.359,0.617,0.555,-2.672,2.636,1.428
387.992,-1.980,2.624,1.704,0.438,0.375,0.602,0.539,-2.674,2.646,1.497
388.094,-1.968,2.624,1.716,0.477,0.406,0.570,0.523,-2.662,2.654,1.586
388.195,-1.961,2.624,1.721,0.500,0.422,0.547,0.508,-2.665,2.658,1.638
388.297,-1.955,2.625,1.726,-0.516,-0.438,-0.531,-0.492,-2.626,2.653,1.706
388.398,-1.944,2.624,1.735,-0.547,-0.477,-0.500,-0.461,-2.765,2.645,1.786
388.502,-1.937,2.623,1.739,-0.555,-0.500,-0.484,-0.445,-2.777,2.629,1.852
388.603,-1.937,2.623,1.739,-0.555,-0.500,-0.484,-0.445,-2.777,2.621,1.879
388.704,-1.926,2.622,1.742,-0.570,-0.508,-0.469,-0.422,-2.790,2.618,1.913
388.806,-1.926,2.622,1.742,-0.570,-0.508,-0.469,-0.422,-2.802,2.619,1.929
388.907,-1.926,2.622,1.742,-0.570,-0.508,-0.469,-0.422,-2.804,2.614,1.958
389.008,-1.918,2.622,1.745,-0.586,-0.523,-0.453,-0.398,-2.797,2.608,1.991
389.110,-1.918,2.622,1.745,-0.586,-0.523,-0.453,-0.398,-2.799,2.606,2.010
389.212,-1.918,2.622,1.745,-0.586,-0.523,-0.453,-0.398,-2.799,2.609,2.020
389.315,-1.918,2.622,1.745,-0.586,-0.523,-0.453,-0.398,-2.799,2.610,2.025
389.416,-1.912,2.622,1.749,-0.594,-0.539,-0.438,-0.383,-2.795,2.590,2.043
389.519,-1.912,2.622,1.749,-0.594,-0.539,-0.438,-0.383,-2.799,2.556,2.047
389.621,-1.911,2.617,1.749,-0.586,-0.555,-0.453,-0.359,-2.805,2.512,2.046
389.722,-1.911,2.612,1.747,-0.563,-0.563,-0.477,-0.344,-2.805,2.470,2.020
389.824,-1.911,2.612,1.747,-0.563,-0.563,-0.477,-0.344,-2.805,2.459,1.995
389.926,-1.913,2.614,1.744,-0.563,-0.539,-0.484,-0.375,-2.800,2.535,1.951
390.027,-1.918,2.621,1.742,-0.570,-0.508,-0.469,-0.430,-2.773,2.672,1.879
390.129,-1.925,2.632,1.740,0.586,0.453,0.438,0.500,-2.819,2.816,1.829
390.231,-1.930,2.641,1.738,0.594,0.414,0.406,0.547,-2.789,2.964,1.772
390.333,-1.934,2.655,1.735,0.602,0.359,0.352,0.609,-2.609,3.076,1.714
390.435,-1.937,2.671,1.733,0.609,0.289,0.281,0.672,-2.824,3.551,1.624
390.537,-1.940,2.687,1.731,0.625,0.211,0.203,0.719,-2.686,3.853,1.548
390.638,-1.945,2.702,1.730,0.633,0.141,0.133,0.742,-2.676,4.667,1.386
390.739,-1.955,2.720,1.728,0.633,0.063,0.063,0.766,-2.266,4.789,1.324
390.840,-1.972,2.738,1.726,0.633,0.016,0.008,0.766,-1.993,4.865,1.314
390.942,-1.989,2.754,1.723,0.625,-0.023,-0.039,0.773,-1.652,4.964,1.201
391.043,-2.007,2.770,1.721,0.602,-0.055,-0.094,0.789,-1.457,4.821,1.063
391.145,-2.034,2.791,1.713,0.547,-0.070,-0.133,0.813,-1.404,4.810,0.806
391.246,-2.054,2.806,1.706,0.523,-0.063,-0.141,0.828,-1.443,4.797,0.663
391.348,-2.072,2.820,1.699,0.500,-0.070,-0.156,0.844,-1.545,4.219,0.864
391.449,-2.077,2.826,1.694,0.477,-0.133,-0.242,0.828,-0.884,4.794,0.368
391.550,-2.071,2.819,1.693,0.445,-0.195,-0.328,0.797,-0.693,4.227,0.523
391.651,-2.062,2.804,1.694,0.422,-0.250,-0.406,0.758,-0.292,3.856,0.474
391.754,-2.048,2.785,1.696,0.391,-0.305,-0.484,0.711,0.294,3.546,0.298
391.858,-2.038,2.771,1.699,0.375,-0.336,-0.523,0.680,1.013,3.142,0.047
391.960,-2.018,2.743,1.702,0.336,-0.391,-0.586,0.617,1.211,2.598,0.048
392.062,-2.005,2.722,1.700,0.305,-0.414,-0.625,0.570,1.161,2.071,0.047
392.164,-1.999,2.712,1.699,0.289,-0.430,-0.641,0.555,1.098,1.688,0.049
392.266,-1.989,2.692,1.698,0.258,-0.453,-0.680,0.508,1.005,1.272,0.040
392.369,-1.984,2.675,1.698,0.227,-0.477,-0.711,0.461,0.848,0.829,0.053
392.471,-1.983,2.661,1.698,0.188,-0.500,-0.734,0.406,0.642,0.301,0.058
392.572,-1.986,2.650,1.698,0.156,-0.516,-0.758,0.352,0.394,-0.112,0.060
392.674,-1.989,2.646,1.698,0.141,-0.523,-0.766,0.320,-0.062,-0.162,0.220
392.775,-1.999,2.640,1.700,0.102,-0.547,-0.781,0.266,-0.365,-0.194,0.381
392.876,-1.999,2.640,1.700,0.102,-0.547,-0.781,0.266,-0.701,0.273,0.757
392.978,-2.005,2.640,1.706,0.102,-0.570,-0.773,0.250,0.178,-0.920,0.390
393.079,-1.996,2.651,1.710,0.172,-0.555,-0.742,0.320,0.928,-0.730,0.223
393.181,-1.986,2.660,1.704,0.219,-0.500,-0.727,0.398,1.061,0.455,0.053
393.284,-1.980,2.666,1.697,0.234,-0.453,-0.727,0.445,0.681,1.118,0.039
393.385,-1.976,2.669,1.693,0.234,-0.430,-0.719,0.469,0.424,1.560,0.052
393.486,-1.970,2.671,1.689,0.242,-0.406,-0.719,0.492,0.339,1.700,0.052
393.588,-1.358,2.414,1.678,0.250,-0.391,-0.719,0.508,0.898,1.502,0.049
393.690,-0.207,1.927,1.659,0.242,-0.383,-0.719,0.508,1.925,1.066,0.049
393.791,0.372,1.681,1.650,0.234,-0.367,-0.734,0.508,2.272,0.892,0.050
393.892,0.381,1.676,1.644,0.219,-0.344,-0.750,0.508,1.874,1.010,0.056
393.993,0.386,1.672,1.627,0.180,-0.297,-0.773,0.523,1.585,1.122,0.053
394.094,0.388,1.672,1.619,0.164,-0.273,-0.781,0.531,1.407,1.251,0.055
394.196,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.345,1.316,0.044
394.298,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.333,1.323,0.045
394.399,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.317,1.323,0.046
394.501,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.291,1.316,0.049
394.603,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.263,1.306,0.050
394.706,0.391,1.674,1.610,0.156,-0.242,-0.781,0.547,1.243,1.291,0.051
394.807,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.222,1.276,0.042
394.908,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.207,1.277,0.042
395.010,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.199,1.288,0.043
395.113,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.188,1.307,0.043
395.215,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.179,1.316,0.044
395.316,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.174,1.316,0.044
395.417,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.174,1.310,0.045
395.519,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.176,1.305,0.045
395.620,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.180,1.299,0.044
395.722,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.184,1.296,0.044
395.823,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.182,1.294,0.044
395.924,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.179,1.289,0.044
396.026,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.182,1.288,0.044
396.127,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.191,1.288,0.044
396.228,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.219,1.281,0.042
396.329,0.383,1.671,1.601,0.133,-0.227,-0.789,0.539,1.246,1.275,0.041
396.432,0.432,1.645,1.604,0.141,-0.227,-0.797,0.531,1.308,1.249,0.048
396.534,0.851,1.451,1.623,0.141,-0.234,-0.797,0.531,1.752,1.046,0.051
396.635,1.188,1.295,1.638,0.141,-0.234,-0.797,0.531,2.107,0.884,0.049
396.736,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.160,0.860,0.048
396.837,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.164,0.860,0.048
396.938,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.164,0.860,0.048
397.040,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.158,0.865,0.048
397.141,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.158,0.869,0.048
397.243,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.166,0.867,0.048
397.345,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.183,0.863,0.047
397.446,1.234,1.274,1.640,0.141,-0.234,-0.797,0.531,2.204,0.856,0.045
397.548,1.285,1.246,1.645,0.148,-0.242,-0.789,0.531,2.265,0.829,0.049
397.650,1.770,1.037,1.647,0.156,-0.242,-0.789,0.531,2.705,0.639,0.050
397.751,2.149,0.874,1.649,0.156,-0.242,-0.789,0.531,3.141,0.454,0.052
397.852,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.190,0.435,0.052
397.953,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.191,0.438,0.052
398.054,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.205,0.438,0.051
398.155,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.231,0.440,0.049
398.257,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.260,0.451,0.048
398.359,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.263,0.454,0.048
398.461,2.198,0.853,1.650,0.156,-0.242,-0.789,0.531,3.242,0.452,0.049
398.562,2.436,0.762,1.652,0.156,-0.242,-0.773,0.547,3.465,0.355,0.052
398.663,2.944,0.566,1.651,0.156,-0.242,-0.773,0.547,3.918,0.175,0.051
398.764,3.219,0.459,1.651,0.156,-0.242,-0.773,0.547,4.233,0.052,0.050
398.865,3.219,0.459,1.651,0.156,-0.242,-0.773,0.547,4.247,0.054,0.049
398.966,3.253,0.452,1.655,0.180,-0.250,-0.758,0.563,4.380,0.088,0.050
399.067,3.255,0.456,1.659,0.195,-0.250,-0.734,0.586,4.536,0.217,0.047
399.170,3.258,0.473,1.669,0.266,-0.242,-0.664,0.648,4.797,0.559,0.048
399.272,3.255,0.493,1.679,0.336,-0.227,-0.570,0.703,5.058,1.116,0.050
399.374,3.245,0.518,1.692,0.430,-0.188,-0.438,0.758,4.385,1.339,0.762
399.477,3.245,0.518,1.692,0.430,-0.188,-0.438,0.758,4.318,1.378,0.820
399.579,3.223,0.538,1.702,0.484,-0.164,-0.305,0.797,4.040,1.508,1.030
399.682,3.213,0.541,1.712,0.523,-0.180,-0.250,0.781,4.059,1.680,1.178
399.784,3.209,0.540,1.718,0.555,-0.188,-0.234,0.773,4.049,1.700,1.312
399.886,3.205,0.538,1.724,0.578,-0.203,-0.219,0.750,4.044,1.714,1.424
399.989,3.199,0.530,1.735,0.625,-0.219,-0.195,0.719,3.941,1.584,1.599
400.091,3.196,0.525,1.740,0.648,-0.227,-0.180,0.695,3.943,1.610,1.665
400.193,3.193,0.519,1.745,0.672,-0.234,-0.172,0.672,3.894,1.565,1.770
400.296,3.193,0.519,1.745,0.672,-0.234,-0.172,0.672,4.070,1.814,1.860
400.399,3.190,0.512,1.750,0.688,-0.250,-0.164,0.656,4.105,1.843,1.934
400.501,3.190,0.503,1.754,0.703,-0.266,-0.164,0.625,4.149,1.837,2.001
400.602,3.193,0.498,1.756,0.703,-0.289,-0.188,0.609,4.540,1.970,2.137
400.703,3.199,0.487,1.760,0.688,-0.367,-0.242,0.563,4.942,1.757,2.288
400.804,3.202,0.479,1.763,0.672,-0.414,-0.281,0.539,5.165,1.494,2.349
400.906,3.206,0.473,1.763,0.633,-0.461,-0.320,0.516,5.354,1.261,2.356
401.008,3.208,0.468,1.763,-0.609,0.492,0.352,-0.492,5.796,1.114,2.429
401.110,3.211,0.463,1.762,-0.578,0.523,0.398,-0.469,6.999,0.962,2.641
401.212,3.213,0.460,1.759,0.539,-0.539,-0.430,0.469,8.666,0.674,2.781
401.314,3.214,0.459,1.757,0.516,-0.547,-0.453,0.469,9.293,0.394,2.686
401.515,3.217,0.457,1.755,0.492,-0.555,-0.469,0.469,10.966,-0.170,2.493
401.616,3.217,0.457,1.755,0.492,-0.555,-0.469,0.469,10.943,-0.202,2.427
401.719,3.217,0.457,1.755,0.492,-0.555,-0.469,0.469,10.927,-0.223,2.379
401.821,3.217,0.457,1.755,0.492,-0.555,-0.469,0.469,10.923,-0.230,2.346
401.922,3.217,0.457,1.755,0.492,-0.555,-0.469,0.469,10.860,-0.300,2.342
402.024,3.218,0.451,1.753,0.469,-0.563,-0.492,0.453,10.697,-0.639,2.387
402.126,3.218,0.451,1.753,0.469,-0.563,-0.492,0.453,11.382,-1.126,2.450
402.227,3.218,0.444,1.754,0.445,-0.578,-0.508,0.438,12.376,-1.976,2.522
402.329,3.218,0.435,1.754,0.430,-0.594,-0.523,0.422,5.754,-0.381,1.981
402.431,3.218,0.424,1.755,0.414,-0.609,-0.539,0.398,5.595,-0.438,1.985
402.533,3.218,0.410,1.755,0.391,-0.617,-0.547,0.383,5.412,-0.479,1.978
402.635,3.218,0.410,1.755,0.391,-0.617,-0.547,0.383,4.887,-0.369,1.896
